[[0.586957, 0.267957, 0.504094, 0.338059, 0.367272, 0.216294, 0.852293, 0.314184, 0.290953, 0.308391, 0.921053, 0.422386, 0.218076, 0.282486, 0.351351, 0.207358, 0.323825, 0.293120, 0.301495, 0.301769, 0.319355, 0.484163, 0.984375, 0.692308],
[0.583736, 0.266306, 0.502486, 0.334943, 0.372933, 0.216294, 0.854012, 0.316548, 0.293466, 0.308391, 0.923246, 0.422386, 0.225345, 0.282486, 0.351351, 0.207358, 0.324698, 0.293120, 0.301495, 0.301769, 0.322043, 0.489442, 0.919271, 0.705128],
[0.580515, 0.266306, 0.500877, 0.333385, 0.375913, 0.216294, 0.854686, 0.321277, 0.295751, 0.315633, 0.925439, 0.422386, 0.225345, 0.279716, 0.351351, 0.207358, 0.324698, 0.293120, 0.301495, 0.308706, 0.324731, 0.494721, 0.854167, 0.717949],
[0.577295, 0.267957, 0.500877, 0.336501, 0.379190, 0.216745, 0.856305, 0.324823, 0.297807, 0.314035, 0.927632, 0.422386, 0.225345, 0.274177, 0.351351, 0.207358, 0.328676, 0.293120, 0.295392, 0.301769, 0.327419, 0.500000, 0.789062, 0.730769],
[0.574074, 0.277039, 0.507799, 0.339461, 0.389321, 0.217647, 0.857721, 0.329787, 0.307288, 0.316910, 0.929825, 0.422386, 0.225345, 0.274177, 0.351351, 0.207358, 0.330811, 0.293120, 0.298444, 0.301769, 0.330108, 0.505279, 0.723958, 0.743590],
[0.570853, 0.279057, 0.509943, 0.345692, 0.413158, 0.218700, 0.857721, 0.330851, 0.327622, 0.318472, 0.932018, 0.422386, 0.225345, 0.274177, 0.357357, 0.200350, 0.333721, 0.293120, 0.298444, 0.301769, 0.332796, 0.510558, 0.658854, 0.756410],
[0.567633, 0.280066, 0.513745, 0.351612, 0.426865, 0.221707, 0.857721, 0.335579, 0.342586, 0.321596, 0.934211, 0.422386, 0.225345, 0.276947, 0.360360, 0.207358, 0.333721, 0.293120, 0.304547, 0.301769, 0.335484, 0.515837, 0.593750, 0.769231],
[0.567633, 0.281717, 0.517645, 0.355040, 0.435803, 0.224263, 0.859744, 0.341371, 0.354010, 0.325855, 0.936404, 0.422386, 0.225345, 0.282486, 0.360360, 0.207358, 0.336632, 0.293120, 0.316143, 0.301769, 0.337634, 0.519608, 0.617188, 0.756410],
[0.567633, 0.286487, 0.521349, 0.358311, 0.442955, 0.224263, 0.859744, 0.343972, 0.364291, 0.325855, 0.938596, 0.432946, 0.225345, 0.282486, 0.360360, 0.200350, 0.338379, 0.293120, 0.331401, 0.301769, 0.339785, 0.523379, 0.640625, 0.743590],
[0.567633, 0.295661, 0.521349, 0.364231, 0.455171, 0.226218, 0.859744, 0.348582, 0.371145, 0.327133, 0.940789, 0.432946, 0.225345, 0.282486, 0.366366, 0.200350, 0.339252, 0.293120, 0.344217, 0.301769, 0.341935, 0.527149, 0.664062, 0.730769],
[0.567633, 0.388313, 0.530415, 0.373890, 0.468580, 0.229075, 0.860351, 0.353635, 0.375828, 0.329689, 0.942982, 0.432946, 0.227526, 0.282486, 0.377477, 0.202102, 0.341192, 0.293120, 0.359170, 0.301769, 0.344086, 0.530920, 0.687500, 0.717949],
[0.567633, 0.435832, 0.553617, 0.383237, 0.465302, 0.232232, 0.860654, 0.356738, 0.380398, 0.334375, 0.945175, 0.440690, 0.231888, 0.282486, 0.377477, 0.200350, 0.343230, 0.293120, 0.364663, 0.301769, 0.346237, 0.534691, 0.710938, 0.705128],
[0.567633, 0.431337, 0.578865, 0.408163, 0.462322, 0.240352, 0.861328, 0.362884, 0.374572, 0.334375, 0.947368, 0.465681, 0.241822, 0.282486, 0.377477, 0.207358, 0.347305, 0.293120, 0.367714, 0.301769, 0.348387, 0.538462, 0.734375, 0.692308],
[0.564815, 0.410719, 0.592513, 0.420315, 0.456661, 0.246266, 0.862036, 0.367376, 0.381197, 0.338208, 0.947368, 0.472809, 0.247153, 0.282486, 0.377477, 0.207358, 0.350119, 0.293120, 0.367714, 0.301769, 0.352151, 0.543741, 0.726562, 0.679487],
[0.561997, 0.387396, 0.593585, 0.432933, 0.459641, 0.250877, 0.862778, 0.372340, 0.385881, 0.341332, 0.947368, 0.482225, 0.254422, 0.290794, 0.369369, 0.200350, 0.354534, 0.293120, 0.373818, 0.301769, 0.355914, 0.549020, 0.718750, 0.666667],
[0.559179, 0.365288, 0.589686, 0.435738, 0.474539, 0.254786, 0.863452, 0.377069, 0.395248, 0.344314, 0.947368, 0.485744, 0.254422, 0.290794, 0.369369, 0.207358, 0.358851, 0.293120, 0.373818, 0.301769, 0.359677, 0.554299, 0.710938, 0.653846],
[0.556361, 0.354096, 0.586762, 0.435738, 0.483999, 0.256892, 0.863790, 0.380615, 0.408842, 0.347153, 0.947368, 0.485744, 0.261691, 0.290794, 0.369369, 0.207358, 0.362829, 0.293120, 0.383888, 0.301769, 0.363441, 0.559578, 0.703125, 0.641026],
[0.553543, 0.345014, 0.580912, 0.435738, 0.490927, 0.255789, 0.863790, 0.382979, 0.414496, 0.352549, 0.947368, 0.489616, 0.261691, 0.294533, 0.369369, 0.200350, 0.362829, 0.286208, 0.386176, 0.301769, 0.367204, 0.564857, 0.695312, 0.628205],
[0.550725, 0.339510, 0.576136, 0.435738, 0.499866, 0.255889, 0.864801, 0.391135, 0.420265, 0.358228, 0.947368, 0.489616, 0.261691, 0.295779, 0.374775, 0.209588, 0.366613, 0.282752, 0.393042, 0.301769, 0.370968, 0.570136, 0.687500, 0.615385],
[0.548712, 0.334098, 0.572236, 0.435738, 0.504335, 0.247770, 0.865408, 0.393262, 0.430318, 0.364191, 0.947368, 0.485744, 0.261691, 0.298272, 0.377477, 0.254818, 0.370300, 0.282752, 0.396094, 0.301769, 0.374194, 0.574661, 0.729167, 0.615385],
[0.546699, 0.330428, 0.571359, 0.435738, 0.516254, 0.235240, 0.865105, 0.398345, 0.439685, 0.367031, 0.947368, 0.485744, 0.264962, 0.298272, 0.390090, 0.286033, 0.372338, 0.282752, 0.402197, 0.301769, 0.377419, 0.579186, 0.770833, 0.615385],
[0.544686, 0.328685, 0.568434, 0.437451, 0.519234, 0.228323, 0.865105, 0.402837, 0.446424, 0.368451, 0.947368, 0.497360, 0.261691, 0.301041, 0.434835, 0.305781, 0.374472, 0.282752, 0.410436, 0.301769, 0.380645, 0.583710, 0.812500, 0.615385],
[0.542673, 0.324833, 0.568434, 0.440879, 0.501058, 0.223261, 0.865711, 0.407801, 0.450994, 0.368451, 0.947368, 0.497360, 0.261691, 0.306580, 0.477477, 0.315655, 0.378353, 0.282752, 0.410436, 0.301769, 0.383871, 0.588235, 0.854167, 0.615385],
[0.540660, 0.322172, 0.567362, 0.435738, 0.486011, 0.220254, 0.865711, 0.409929, 0.460247, 0.368451, 0.947368, 0.489616, 0.266053, 0.306580, 0.504505, 0.322026, 0.380294, 0.282752, 0.419591, 0.301769, 0.387097, 0.592760, 0.895833, 0.615385],
