Healthy 피실험자들의 RRIs에 대한 MCRDE 평균값(index=scale).
1	57.954185336336934
2	54.90429232553638
3	52.84005091312378
4	51.05143728883952
5	49.74872503828745
6	48.815473149482564
7	47.741381305510195
8	47.04093457890222
9	46.370229750381064
10	45.5301707405934
11	44.805042159898754
12	44.227091187119925
13	43.54484214981734
14	42.83578016256946
15	42.52719953424337
16	42.22866037413792
17	40.58540042173428
18	40.77044312196028
19	40.42763356924932
20	40.26981666522838
21	39.37060787237182
22	39.314853327029894
23	39.01744431491339
24	37.05113267705963
25	36.8425536824088
