CHF 환자들의 RRIs에 대한 MCRDE 표준편차값(index=scale).
1	3.8805556403519086
2	5.854418981969509
3	7.623065789052527
4	8.233668105583165
5	9.172581093870946
6	9.108365176672695
7	9.377807588904414
8	9.767504924755132
9	9.603668475270979
10	9.997434441956237
11	10.423335975929096
12	10.315375777640673
13	10.346347573447725
14	10.346971857200188
15	10.238084237271782
16	11.117645724549575
17	10.214958692017074
18	10.520110177110146
19	10.729059108982177
20	10.843435517164442
21	9.969872323401058
22	10.822403647968475
23	10.223796504470972
24	10.807445019533484
25	10.01615654531264
