CHF 환자들의 RRIs에 대한 MCRDE 평균값(index=scale).
1	60.091616864138416
2	58.66966200801827
3	57.50385095241596
4	56.93415264844733
5	56.69278920795544
6	56.23643029149433
7	56.033740834717
8	55.65740297214451
9	54.98699817278425
10	55.21610907796246
11	54.75911816938542
12	54.40085449799284
13	54.37355458223256
14	54.12191461457956
15	54.13032874734164
16	53.71347533555119
17	53.85779529126813
18	53.57247803929819
19	53.25008278825482
20	53.514392082336016
21	53.11651032445038
22	53.05495751766966
23	52.892004610371714
24	52.83998360959288
25	52.63758057549415
