Healthy 피실험자들의 RRIs에 대한 MCRDE 표준편차값(index=scale).
1	1.70078913074898
2	3.1036269811768413
3	3.719649948363739
4	5.108942738639441
5	5.447436061609983
6	5.22925225993255
7	5.593701563458771
8	6.185133362324348
9	5.498159003455335
10	6.0981583684554534
11	6.377740967245033
12	5.945091769119766
13	6.260670004020041
14	5.905677010592719
15	5.739426472734528
16	6.2757492956697005
17	6.1882734353621665
18	6.586808373781101
19	6.472664944480717
20	6.250603970226825
21	6.677309108679772
22	6.398648808484306
23	6.391840755261182
24	6.64428816184626
25	5.945331420432767
